bux.uz,62.209.128.37,True
bud.uz,165.160.13.20,False
bis.uz,62.209.133.18,True
buz.uz,69.58.188.49,False
bem.uz,62.209.128.102,True
beg.uz,62.209.128.102,True
buh.uz,62.209.128.102,True
biz.uz,188.40.138.148,False
bik.uz,91.204.236.5,True
bam.uz,195.158.0.162,True
bay.uz,77.222.40.115,False
deb.uz,115.31.159.150,False
bit.uz,192.185.226.160,False
dir.uz,217.29.118.29,True
div.uz,81.177.6.221,False
bek.uz,192.185.15.101,False
dok.uz,62.209.128.113,True
dom.uz,91.188.128.148,True
bil.uz,31.170.167.189,False
dot.uz,91.212.89.8,True
dis.uz,91.188.128.21,True
bor.uz,62.209.133.18,True
dar.uz,62.209.133.18,True
dat.uz,81.95.237.17,True
day.uz,217.29.116.177,True
das.uz,31.170.164.206,False
fer.uz,91.212.180.198,True
fes.uz,94.158.53.206,True
fun.uz,83.69.139.168,True
fus.uz,94.158.48.2,True
fit.uz,188.40.249.83,False
dev.uz,178.63.4.166,False
for.uz,91.212.89.8,True
fet.uz,62.152.86.137,False
fan.uz,83.69.129.17,True
fom.uz,62.209.128.102,True
gen.uz,217.29.116.177,True
gis.uz,91.212.89.99,True
gig.uz,69.73.145.194,False
fat.uz,188.132.179.34,False
gaf.uz,66.147.244.102,False
gal.uz,209.126.255.163,False
hex.uz,217.29.118.253,True
hey.uz,62.209.128.102,True
hub.uz,217.29.118.253,True
gaz.uz,217.29.118.22,True
hit.uz,217.29.116.170,True
hor.uz,107.155.108.31,False
hov.uz,83.69.139.168,True
jes.uz,104.28.18.69,False
jet.uz,80.80.208.36,True
jez.uz,192.64.118.69,False
hat.uz,92.46.52.44,False
gov.uz,91.212.89.21,True
jum.uz,94.250.248.155,False
job.uz,67.18.185.250,False
dez.uz,46.8.35.129,True
dem.uz,91.212.89.100,True
jam.uz,83.69.139.184,True
haq.uz,193.109.246.58,False
kub.uz,66.96.147.120,False
kuch.uz,62.209.128.102,True
kid.uz,46.8.35.130,True
kun.uz,188.226.166.175,False
kip.uz,89.175.252.66,False
kol.uz,62.209.128.37,True
kit.uz,83.69.139.168,True
kar.uz,62.209.128.72,True
kuk.uz,213.174.224.218,False
les.uz,81.177.140.223,False
led.uz,89.175.252.70,False
kok.uz,193.161.86.14,False
gor.uz,91.212.89.100,True
luch.uz,62.209.128.113,True
lux.uz,62.209.128.112,True
lit.uz,62.209.128.112,True
gap.uz,91.212.89.70,True
lex.uz,213.230.64.46,True
log.uz,46.8.35.129,True
lom.uz,83.69.139.168,True
lag.uz,216.239.34.21,False
lab.uz,195.158.27.26,True
med.uz,195.158.27.26,True
mer.uz,62.209.128.102,True
lof.uz,83.136.86.197,False
meg.uz,185.28.20.50,False
lov.uz,5.9.113.198,False
muq.uz,46.8.35.130,True
lan.uz,91.212.89.90,True
mip.uz,91.188.128.21,True
mir.uz,84.54.64.35,True
mit.uz,185.8.212.113,True
moh.uz,195.158.27.26,True
box.uz,91.212.89.68,True
lor.uz,46.8.35.129,True
mal.uz,91.212.89.7,True
mos.uz,66.96.147.120,False
max.uz,89.111.178.161,False
miz.uz,5.187.3.17,False
nub.uz,91.212.89.7,True
nur.uz,77.222.61.141,False
net.uz,217.160.92.99,False
new.uz,213.174.157.136,False
noj.uz,62.209.128.112,True
non.uz,184.172.15.228,False
map.uz,46.8.35.129,True
nuz.uz,93.171.222.57,False
mel.uz,46.8.35.129,True
now.uz,69.58.188.49,False
jay.uz,46.8.35.129,True
naf.uz,195.158.0.162,True
nis.uz,91.212.89.16,True
nix.uz,217.29.118.180,True
nam.uz,217.172.184.29,False
nan.uz,164.109.29.134,False
nav.uz,46.254.21.3,False
pux.uz,192.64.147.181,False
pip.uz,91.212.89.68,True
pin.uz,216.14.208.157,False
pix.uz,81.95.225.138,True
pop.uz,217.29.116.200,True
pos.uz,91.212.89.7,True
mol.uz,91.212.89.70,True
pay.uz,216.14.208.157,False
pad.uz,91.212.89.68,True
guz.uz,91.212.89.100,True
rek.uz,31.170.165.249,False
rem.uz,104.128.225.135,False
ref.uz,77.222.57.40,False
reg.uz,217.160.92.99,False
res.uz,217.29.116.177,True
rud.uz,80.150.9.99,False
run.uz,216.239.32.21,False
pet.uz,46.8.35.129,True
lev.uz,91.212.89.68,True
muz.uz,62.209.142.206,True
rom.uz,77.222.40.115,False
sed.uz,81.95.237.17,True
sep.uz,62.209.128.113,True
sew.uz,212.114.35.4,False
ses.uz,195.158.27.26,True
sev.uz,193.109.246.54,False
sen.uz,178.63.4.166,False
sun.uz,156.151.59.19,False
rol.uz,5.9.23.25,False
sud.uz,46.8.35.129,True
set.uz,31.170.163.166,False
sut.uz,62.209.128.112,True
sik.uz,81.177.140.123,False
sim.uz,82.215.65.202,True
sir.uz,94.158.48.2,True
sot.uz,91.236.136.114,False
sak.uz,62.209.128.113,True
sam.uz,91.212.89.100,True
saf.uz,94.141.74.6,True
sal.uz,195.216.243.242,False
san.uz,62.209.128.116,True
sat.uz,78.108.80.63,False
sas.uz,91.212.89.100,True
soz.uz,5.10.105.46,False
say.uz,77.222.61.141,False
tek.uz,192.65.40.134,False
ter.uz,193.161.86.14,False
tet.uz,89.175.252.66,False
tur.uz,80.80.208.8,True
tem.uz,89.175.252.66,False
tech.uz,95.131.29.8,False
tep.uz,91.212.89.100,True
tif.uz,50.97.161.226,False
toj.uz,178.159.250.170,False
tim.uz,94.250.248.155,False
tom.uz,62.209.128.97,True
toy.uz,91.212.89.7,True
tad.uz,91.188.128.21,True
taf.uz,62.152.86.135,False
tak.uz,46.8.35.129,True
top.uz,91.212.89.70,True
tat.uz,195.208.0.120,False
tam.uz,91.212.89.100,True
son.uz,91.212.89.100,True
taz.uz,91.106.207.54,False
ved.uz,62.209.128.112,True
soh.uz,91.212.89.7,True
tel.uz,91.212.89.100,True
vig.uz,195.212.98.154,False
tor.uz,46.8.35.129,True
vip.uz,209.140.29.192,False
vox.uz,66.147.244.193,False
sox.uz,91.212.89.68,True
vos.uz,109.233.56.76,False
voy.uz,195.216.243.28,False
tib.uz,91.212.89.7,True
vov.uz,91.212.89.100,True
vas.uz,80.80.213.195,True
vak.uz,5.9.23.25,False
vaz.uz,217.29.118.22,True
vap.uz,46.8.35.129,True
wem.uz,192.64.147.181,False
web.uz,87.106.66.157,False
wix.uz,81.177.139.52,False
wit.uz,91.188.128.21,True
wish.uz,77.222.61.141,False
wot.uz,83.69.139.160,True
wok.uz,188.127.239.142,False
war.uz,62.209.128.102,True
wap.uz,192.64.147.181,False
wam.uz,193.178.245.174,False
wab.uz,46.38.51.182,False
vuk.uz,91.212.89.68,True
xit.uz,188.165.25.42,False
xox.uz,91.212.89.100,True
xat.uz,91.212.180.198,True
yes.uz,89.111.178.161,False
yan.uz,192.254.189.43,False
yil.uz,83.221.178.247,True
yam.uz,109.70.27.4,False
zub.uz,195.216.243.25,False
zen.uz,31.170.162.76,False
zim.uz,83.69.129.17,True
zip.uz,91.212.180.198,True
zum.uz,80.169.63.221,False
zor.uz,81.95.225.147,True
zaf.uz,5.187.2.238,False
zar.uz,178.63.4.166,False
zaz.uz,162.247.155.221,False
sher.uz,176.9.36.18,False
shod.uz,31.170.165.65,False
shok.uz,69.73.145.194,False
shah.uz,178.250.244.64,False
show.uz,188.121.60.133,False
shash.uz,62.209.154.66,True
shak.uz,195.158.1.86,True
chek.uz,46.38.50.48,False
chus.uz,62.209.128.112,True
chip.uz,62.152.86.130,False
chuz.uz,178.218.211.186,False
chop.uz,178.218.211.186,False
chat.uz,91.188.129.1,True
shop.uz,91.212.89.70,True
shox.uz,46.8.35.129,True
